Rank,Total,Venue_S,Relev_S,Impact_S,Bonus_S,Title,Authors,Year,Venue,Citations,Code,Code_URL,Demo,URL,PDF,Source
559,14,0,5,9,0,On-board velocity estimation and closed-loop control of a quadrotor UAV based on optical flow,Volker Grabe; H. B??lthoff; P. Giordano,2012,IEEE International Conference on Robotics and Automation,100,,,,https://www.semanticscholar.org/paper/ad93bdadc01eb35c032aa4b46676cd7967ec7bc9,,semantic_scholar
560,14,0,7,7,0,CLGNN: UAV Fault Diagnosis via Causal Learning and Graph Neural Network,Jun Yao; Weiwei Li; Zhuoran Zheng; Xiuyi Jia,2024,IEEE International Joint Conference on Neural Network,3,,,,https://www.semanticscholar.org/paper/97f9fb7915c7a8c97578f5d8364da33c4adc7bf9,,semantic_scholar
561,13,0,5,8,0,"A UAV Autonomous Landing System Integrating Locating, Tracking, and Landing in the Wild Environment",Jinge Si; Bin Li; Liang Wang; Chencheng Deng; Junzheng Wang,2024,Journal of Intelligent and Robotic Systems,9,,,,https://www.semanticscholar.org/paper/2e9aecab68cfacf8bf5b0de643be037b778c3ae2,https://link.springer.com/content/pdf/10.1007/s10846-023-02041-8.pdf,both
562,13,0,7,6,0,A competitive differential game between an unmanned aerial and a ground vehicle using model predictive control,George Tzannetos; Panos Marantos; K. Kyriakopoulos,2016,2016 24th Mediterranean Conference on Control and Automation,12,,,,https://www.semanticscholar.org/paper/320a882334ccaf130a681fe10500477ebb964c6f,,semantic_scholar
563,13,2,7,4,0,Self-organizing Nervous Systems for Robot Swarms,W. Zhu; S. Oguz; M. K. Heinrich; M. Allwright; M. Wahby,2024,"135 pages, 62 figues, and 14 embedded videos",0,,,,http://arxiv.org/abs/2401.13103v1,https://arxiv.org/pdf/2401.13103v1,both
564,13,0,9,4,0,Attention-Augmented Policy Optimization for Sensor-Aware Coordination in Heterogeneous Multi-Agent Exploration,Jaewoo Cho; Soyi Jung,2025,Information and Communication Technology Convergence,0,,,,https://www.semanticscholar.org/paper/5b23fe115a3e4df38044701f20c0987f40e41938,,both
565,13,0,9,4,0,Reinforcement Learning-Based Flocking Control for Aerial and Ground Vehicles,Tomoya Masaoka; Naomi Kuze,2025,International Conference on Ubiquitous and Future Networks,0,,,,https://www.semanticscholar.org/paper/f1ab7e3f6b4d991599586f1f9a708f1c95d71ee7,,both
566,13,0,7,6,0,Passive Geolocation with Unmanned Aerial Vehicles using AOA Measurement Processing,G. Fokin,2019,International Conference on Advanced Communication Technolog,7,,,,https://www.semanticscholar.org/paper/2b1142277db03a82d403c104be2491f2631e77b5,,semantic_scholar
567,13,0,7,6,0,Fast convergent sliding mode consensus control strategy for multi-UAV systems under a disturbance environment,Jinhai Peng; Qingnan Huang,2025,Journal of Physics: Conference Series,1,,,,https://www.semanticscholar.org/paper/f724f4683048e24d08d5003fc734a29cddf3956c,,semantic_scholar
568,13,0,7,6,0,Hierarchical Reinforcement Learning for Task Scheduling in Space?€?Air Integrated Edge Computing Networks,Yuting Wei; Zhe Ji; Sheng Wu; Haoge Jia; Ailing Xiao,2025,IEEE Internet of Things Journal,1,,,,https://www.semanticscholar.org/paper/c2154bba499cc273731b2235167502bfb61e1968,,semantic_scholar
569,13,0,9,4,0,6G Edge Networks Integrated Intelligent Graph based Learning Model for Heterogeneous Clustered Hybrid UAV in Wireless Powered IoT Communication,Ramkumar G,2026,International Journal of Electronics and Communication Engin,0,,,,https://www.semanticscholar.org/paper/fc6c053c26030e6da56034ad1c34e5dacce89167,,semantic_scholar
570,13,2,7,4,0,"Leveraging 5G private networks, UAVs and robots to detect and combat broad-leaved dock (Rumex obtusifolius) in feed production",Christian Schellenberger; Christopher Hobelsberger; Bastian Kolb-Grunder; Florian Herrmann; Hans D. Schotten,2023,accepted for Mobile Communication - Technologies and Applica,0,,,,http://arxiv.org/abs/2305.00430v1,https://arxiv.org/pdf/2305.00430v1,arxiv
571,13,0,9,4,0,MIT Open Access Articles Distributed multi-robot formation control in dynamic environments,Javier Alonso-Mora; ??. E. Montijano; Tobias N??geli; Otmar Hilliges; Mac Schwager,,,0,,,,https://www.semanticscholar.org/paper/8dad63c075a41a94d630bfba7db7ce4127f087c1,,both
572,13,0,8,5,0,Air-Ground Collaborative Surveillance with Human-Portable Hardware,M. Dille; Ben Grochosky; S. Nuske; Mark Moseley; Sanjiv Singh,2011,,7,,,,https://www.semanticscholar.org/paper/7a83d280af6a3a9d46c81b039d152b9857358030,,semantic_scholar
573,13,0,3,10,0,GRLR: Routing With Graph Neural Network and Reinforcement Learning for Mega LEO Satellite Constellations,Senbai Zhang; Aijun Liu; Chen Han; Xin Xu; Xiaohu Liang,2025,IEEE Transactions on Vehicular Technology,32,,,,https://www.semanticscholar.org/paper/0813c11caa97b3b1044656fc76bc43d16967131c,,semantic_scholar
574,13,0,6,7,0,Collaborative Object Search Using Heterogeneous Mobile Robots,William Salas; Luis M. Valent??n-Coronado; Israel Becerra; Alfonso Ramirez-Pedraza,2021,"IEEE International Autumn Meeting on Power, Electronics and ",8,,,,https://www.semanticscholar.org/paper/1023952a479b38b11db0da3d21bd417c05c08ab4,,semantic_scholar
575,13,0,6,7,0,Plant inspection by using a ground vehicle and an aerial robot: lessons learned from plant disaster prevention challenge in world robot summit 2018,Hiroyasu Miura; Ayaka Watanabe; M. Okugawa; Takahiko Miura; Tomohiko Koganeya,2020,Adv. Robotics,9,,,,https://www.semanticscholar.org/paper/c1e326c51bbcd3b026d65de59fc7656aea78edb9,,semantic_scholar
576,13,2,1,10,0,Port-Hamiltonian Neural ODE Networks on Lie Groups For Robot Dynamics Learning and Control,Thai Duong; Abdullah Altawaitan; Jason Stanley; Nikolay Atanasov,2024,"Journal submission with 18 pages, 13 figures. Website: https",27,,,,http://arxiv.org/abs/2401.09520v2,https://arxiv.org/pdf/2401.09520v2,both
577,12,0,4,8,0,Large scale multiple robot visual mapping with heterogeneous landmarks in semi-structured terrain,Teresa Vidal-Calleja; Cyrille Berger; J. Sol??; S. Lacroix,2011,Robotics Auton. Syst.,84,,,,https://www.semanticscholar.org/paper/9d3a8503e3213746d3f7348724eac1120cae97cb,https://laas.hal.science/hal-04037082/file/VidaletAllRAS.pdf,semantic_scholar
578,12,0,8,4,0,Unmanned Aerial Vehicle Target Tracking Based on OTSCKF and Improved Coordinated Lateral Guidance Law,Wei Jiang; Yongxi Lyu; Jingping Shi,2022,ISPRS Int. J. Geo Inf.,1,,,,https://www.semanticscholar.org/paper/6587e27851465ed11683cf2a7f49895c3e977559,https://www.mdpi.com/2220-9964/11/3/188/pdf?version=1647011292,semantic_scholar
579,12,0,8,4,0,Aerial Cooperative SLAM for Ground Mobile Robot Path Planning,Juan-Carlos Trujillo; Rodrigo Mungu??a; A. Grau,2021,,1,,,,https://www.semanticscholar.org/paper/431ad2ef90a58472c9244ec353685a70a41801b3,https://www.mdpi.com/2673-4591/6/1/65/pdf?version=1647505363,semantic_scholar
580,12,0,5,7,0,Heterogeneous teams of unmanned ground and aerial robots for reconnaissance and surveillance - A field experiment,Marco Langerwisch; Thomas Wittmann; S. Thamke; T. Remmersmann; Alexander Tiderko,2013,"IEEE International Symposium on Safety, Security and Rescue ",27,,,,https://www.semanticscholar.org/paper/6ce32197460d16bcc4dfaadfdf98ac6ba7ca8db3,,semantic_scholar
581,12,0,7,5,0,Deep Learning-Based Two-Stage Channel Tracking for Ground-to-Air Communication Systems,Ziyun Chao; Xinyao Wang; Zhong Zheng,2024,"International Conference on Communication, Computing & Secur",1,,,,https://www.semanticscholar.org/paper/8b8a986d6a02aafb55fc3297403d4b9a7bbecf44,,semantic_scholar
582,12,2,6,4,0,Wildfire Autonomous Response and Prediction Using Cellular Automata (WARP-CA),Abdelrahman Ramadan,2024,,0,,,,http://arxiv.org/abs/2407.02613v1,https://arxiv.org/pdf/2407.02613v1,both
583,12,2,6,4,0,Multi-Robot Pickup and Delivery via Distributed Resource Allocation,Andrea Camisa; Andrea Testa; Giuseppe Notarstefano,2021,,0,,,,http://arxiv.org/abs/2104.02415v2,https://arxiv.org/pdf/2104.02415v2,arxiv
584,12,0,8,4,0,VESC-SLAM: A Visual Information Enhanced Multi-Robot Synchronous Collaborative SLAM,Jingyu Yu; Longbo Cheng; Jianshan Zhou; Xuting Duan; Chenghao Ren,2024,2024 IEEE International Conference on Unmanned Systems (ICUS,0,,,,https://www.semanticscholar.org/paper/7a6217a795073b866f3b77f9d6a6f5a408ecda9f,,semantic_scholar
585,12,0,8,4,0,Perception-decision Integration for Air-ground Collaborative Robots,Jiaxuan He,2025,Theoretical and Natural Science,0,,,,https://www.semanticscholar.org/paper/e5761690588e21881c39c5c897385153010d5cf8,,both
586,12,0,8,4,0,Design and Control of SeparaTrek: A Hybrid Aerial-Ground Robot with Separable and Combinative Locomotion Parts,Yu Zhang; Xuechao Chen; Yanbo Sun,2025,IEEE/RJS International Conference on Intelligent RObots and ,0,,,,https://www.semanticscholar.org/paper/93f4fd487e00ec658d04913c04d1a138f80e3143,,semantic_scholar
587,12,2,6,4,0,"Wireless Laser Power Transfer for Low-Altitude Uncrewed Aerial Vehicle-Assisted Internet of Things: Paradigms, Challenges, and Solutions",Chengzhen Li; Likun Zhang; Chuang Zhang; Jiahui Li; Changyuan Zhao,2025,IEEE Internet of Things Magazine,0,,,,https://www.semanticscholar.org/paper/e212019e198237b1a13555be113fe8606e65972a,,semantic_scholar
588,12,0,8,4,0,DRL-Based SFC Deployment in Time-Aware Aerial Computing Systems,Jiang Mo; Ke Zhao; Limei Peng; Haoran Mei,2025,IEEE transactions on consumer electronics,0,,,,https://www.semanticscholar.org/paper/2d0065969264e84b6545e0c8b27a9b62ced1645a,,semantic_scholar
589,12,0,8,4,0,A Multi-Scale Feature Fusion and Extraction Network Based on Point-Wise Attention for Aerial-Ground Point Cloud Place Recognition,Di Zhang; Rui Song,2025,"2025 5th International Conference on Neural Networks, Inform",0,,,,https://www.semanticscholar.org/paper/1a7c7b94fee6a0d2e639a6f0a774e88c091b8483,,semantic_scholar
590,12,0,8,4,0,Learning based Mobility Management in UAV Connected Software-Defined Heterogeneous Network,Adil Khan; Shabeer Ahmad; Babar Hayat; Weixing Liu; Yasir Ullah,2025,2025 Multimedia University Engineering Conference (MECON),0,,,,https://www.semanticscholar.org/paper/436f01aff5b36b72ad3a103d0ec7504765bbebd2,,semantic_scholar
591,12,0,8,4,0,TRANSFER OF GENETIC ALGORITHM PARAMETERS FOR GROUND ROBOT MOTION TASKS TO UAVS FOR MOTION OPTIMIZATION,Yaroslav Kulyk; Anastasiia Baranovska,2024,Proceedings of XVII International Conference Measurement and,0,,,,https://www.semanticscholar.org/paper/4a3d37de8e8045df18731db6f98c3765d55ba5a9,,semantic_scholar
592,12,0,8,4,0,Towards a Heterogeneous Navigation Team of Aerial-Ground Robots Based on Fuzzy Image Processing,Rami A. Al-Jarrah; B. Kadhim; A. Shahzad; H. Roth,2015,,1,,,,https://www.semanticscholar.org/paper/e948080a79ef8d825b7c4b2baa1dfe5aa9ec45ec,,semantic_scholar
593,12,2,6,4,0,Resilience of a synchronized multi-agent system,S. Bereg; L. E. Caraballo; J. M. D??az-B????ez; M. A. Lopez,2016,"26 pages, 9 figures",0,,,,http://arxiv.org/abs/1604.08804v1,https://arxiv.org/pdf/1604.08804v1,arxiv
594,12,0,6,6,0,Forming Connected Multi-Robot Teams Utilizing Aerial Robots,D. Ozsoyeller,2025,2025 7th International Congress on Human-Computer Interactio,1,,,,https://www.semanticscholar.org/paper/f6cfc6cd09e1fc37c35aa0db1f67a13cc2e7afc2,,semantic_scholar
595,12,2,3,7,0,A Research Platform for Multi-Robot Dialogue with Humans,Matthew Marge; Stephen Nogar; Cory J. Hayes; Stephanie M. Lukin; Jesse Bloecker,2019,Accepted for publication at NAACL 2019; also presented at AI,12,,,,http://arxiv.org/abs/1910.05624v1,https://arxiv.org/pdf/1910.05624v1,both
596,12,2,5,5,0,Fast Marching Based Rendezvous Path Planning for a Team of Heterogeneous Vehicles,Jaekwang Kim; Hyung-Jun Park; Aditya Penumarti; Jaejeong Shin,2023,IEEE Access,1,,,,https://www.semanticscholar.org/paper/70597be085e2d32913661f10457184bb11e93c80,https://doi.org/10.1109/access.2024.3444314,semantic_scholar
597,12,0,7,5,0,Using 3D printing technology to develop the unmanned aerial vehicle electro-optical pod for free-space optical communication,Changqi Yang,2017,2017 Progress In Electromagnetics Research Symposium - Sprin,3,,,,https://www.semanticscholar.org/paper/d60a2b5143d10b2480977a09e4425ce357a84f8e,,semantic_scholar
598,12,0,7,5,0,Cooperative Path Planning for Intelligent Vehicle Using Unmanned Air and Ground Vehicles,Huang Qiuxia; Zhao Jin; H. Lei,2017,,3,,,,https://www.semanticscholar.org/paper/f26641205fa7ea2f12a2edafc24de896cb7939db,,both
599,12,0,3,9,0,RIS-Empowered Topology Control for Decentralized Federated Learning in Urban Air Mobility,Kai Xiong; Rui Wang; S. Leng; Chongwen Huang; Chau Yuen,2024,IEEE Internet of Things Journal,12,,,,https://www.semanticscholar.org/paper/79249b11650cf7a13a81579ccc419aaa2e17303b,,semantic_scholar
600,12,2,0,10,0,A Graph Neural Network for the Era of Large Atomistic Models,Duoduo Zhang; Anyang Peng; Chun Cai; Wentao Li; Yuanchang Zhou,2025,,13,,,,https://www.semanticscholar.org/paper/61b1587438510fe2f44be4affc7353816931f633,,semantic_scholar
601,12,2,3,7,0,Simultaneous Deployment and Tracking Multi-Robot Strategies with Connectivity Maintenance,Javier Tard??s; Rosario Aragues; Carlos Sag????s; Carlos Rubio,2018,Italian National Conference on Sensors,12,,,,http://arxiv.org/abs/1801.10043v2,https://arxiv.org/pdf/1801.10043v2,both
602,11,2,1,8,0,Terrestrial Locomotion of PogoX: From Hardware Design to Energy Shaping and Step-to-step Dynamics Based Control,Yi Wang; Jiarong Kang; Zhiheng Chen; Xiaobin Xiong,2023,"7 pages, 7 figures",15,,,,http://arxiv.org/abs/2309.13737v2,https://arxiv.org/pdf/2309.13737v2,both
603,11,0,3,8,0,Ground-Aerial AAV-Assisted Hybrid PLC-FSO Integrated Communication Networks: A Performance Analysis,Vinay Mohan; Dushyant Bhaskar; Aashish Mathur,2025,IEEE Internet of Things Journal,5,,,,https://www.semanticscholar.org/paper/ed6d0fcc3f4dc18df2e362a49e71f8dff272a50b,,semantic_scholar
604,11,2,5,4,0,"Autonomous, Mobile Manipulation in a Wall-building Scenario: Team LARICS at MBZIRC 2020",Ivo Vatavuk; Marsela Poli??; Ivan Hrabar; Frano Petri??; Matko Orsag,2022,,0,,,,http://arxiv.org/abs/2201.12098v1,https://arxiv.org/pdf/2201.12098v1,arxiv
605,11,2,5,4,0,Implementation of Survivor Detection Strategies Using Drones,Sarthak J. Shetty; Rahul Ravichandran; Lima Agnel Tony; N. Sai Abhinay; Kaushik Das,2020,"22 pages, 42 figures, 2 tables",0,,,,http://arxiv.org/abs/2003.12559v2,https://arxiv.org/pdf/2003.12559v2,both
606,11,0,7,4,0,Cooperative Navigation and Path Planning using a Jumping Robot and Ground Rover for E ffi cient Exploration,S. Paudel; T. Kubota,2014,,0,,,,https://www.semanticscholar.org/paper/0dc6b411e9a11538faa3d14af3a280f188a084b8,,semantic_scholar
607,11,5,0,6,0,Real-time ground marking analysis for safe trajectories of autonomous mobile robots,Marie-Anne Bauda; Cecile Bazot; Stanislas Larnier,2017,"2017 IEEE International Workshop of Electronics, Control, Me",10,,,,https://www.semanticscholar.org/paper/787aee1d59b347fe08b68f3def33b505c6a7e624,,semantic_scholar
608,11,2,5,4,0,A Reliable and Low Latency Synchronizing Middleware for Co-simulation of a Heterogeneous Multi-Robot Systems,Emon Dey; Mikolaj Walczak; Mohammad Saeid Anwar; Nirmalya Roy,2022,,0,,,,http://arxiv.org/abs/2211.05359v1,https://arxiv.org/pdf/2211.05359v1,both
609,11,2,5,4,0,Targeted Attacks and Defenses for Distributed Federated Learning in Vehicular Networks,Utku Demir; Tugba Erpek; Yalin E. Sagduyu; Sastry Kompella; Mengran Xue,2025,,0,,,,http://arxiv.org/abs/2510.15109v1,https://arxiv.org/pdf/2510.15109v1,both
610,11,0,7,4,0,AMDRL: Simulation-Optimized UAV Network Routing in Knowledge-Defined Networking Using Graph Neural Network,Jie Li; Hongjun Ma; Yinrui Yu; Yuhan Zhang; Xingwei Wang,2025,IEEE International Joint Conference on Neural Network,0,,,,https://www.semanticscholar.org/paper/0da0bcba2e7f2b3f16cc218cfc26a7fdad9ef1b2,,semantic_scholar
611,11,2,5,4,0,Robust Semi-supervised Federated Learning for Images Automatic Recognition in Internet of Drones,Zhe Zhang; Shiyao Ma; Zhaohui Yang; Zehui Xiong; Jiawen Kang,2022,arXiv admin note: text overlap with arXiv:2110.13388,0,,,,http://arxiv.org/abs/2201.01230v1,https://arxiv.org/pdf/2201.01230v1,arxiv
612,11,2,5,4,0,Generative models-based data labeling for deep networks regression: application to seed maturity estimation from UAV multispectral images,Eric Dericquebourg; Adel Hafiane; Raphael Canals,2022,,0,,,,http://arxiv.org/abs/2208.04611v1,https://arxiv.org/pdf/2208.04611v1,arxiv
613,11,2,5,4,0,Joint Task Offloading and Resource Allocation in Low-Altitude MEC via Graph Attention Diffusion,Yifan Xue; Ruihuai Liang; Bo Yang; Xuelin Cao; Zhiwen Yu,2025,,0,,,,http://arxiv.org/abs/2506.21933v1,https://arxiv.org/pdf/2506.21933v1,arxiv
614,11,2,5,4,0,A High-Speed Time-Optimal Trajectory Generation Strategy via a Two-layer Planning Model,Haotian Tan; Yuan-Hua Ni,2025,,0,,,,http://arxiv.org/abs/2503.11072v3,https://arxiv.org/pdf/2503.11072v3,arxiv
615,11,0,7,4,0,Distributed Coordination Theory for Ground and Aerial Robot Teams,Ashton Roza,2019,,0,,,,https://www.semanticscholar.org/paper/0b1105596f123a190b7509f657394ba3880b47bb,,semantic_scholar
616,11,2,2,7,0,A Decentralized Interactive Architecture for Aerial and Ground Mobile Robots Cooperation,El Houssein Chouaib Harik; Fran??ois Gu??rin; Fr??d??ric Guinand; Jean-Fran??ois Breth??; Herv?? Pelvillain,2014,"Submitted to 2015 International Conference on Control, Autom",18,,,,http://arxiv.org/abs/1410.8292v4,https://arxiv.org/pdf/1410.8292v4,both
617,10,0,2,8,0,Distributed Service-Based Cooperation in Aerial/Ground Robot Teams Applied to Fire Detection and Extinguishing Missions,A. Viguria; Iv??n Maza; A. Ollero,2010,Adv. Robotics,82,,,,https://www.semanticscholar.org/paper/63f0cbf1879622aa0d8c7015c532b1f9a6ce8f40,http://personal.us.es/imaza/papers/journals/viguria_adv10/viguria_adv10_web.pdf,both
618,10,2,0,8,0,Orientation Control System: Enhancing Aerial Maneuvers for Quadruped Robots,Francesco Roscia; Andrea Cumerlotti; Andrea Del Prete; Claudio Semini; Michele Focchi,2022,"14 pages, 10 figures",17,,,,http://arxiv.org/abs/2208.12066v2,https://arxiv.org/pdf/2208.12066v2,both
619,10,0,2,8,0,Kinematic Model Predictive Control for a Novel Tethered Aerial Cable-Driven Continuum Robot,J. Chien; Leong Tze Lyn Clarissa; Jingmin Liu; J. Low; S. Foong,2021,2021 IEEE/ASME International Conference on Advanced Intellig,21,,,,https://www.semanticscholar.org/paper/87253c32a30e81fc36e5ff0b88d4f9ce293b0508,,semantic_scholar
620,10,2,4,4,0,Fast Marching based Rendezvous Path Planning for a Team of Heterogeneous Vehicle,Jaekwang Kim; Hyung-Jun Park; Aditya Penumarti; Jaejeong Shin,2023,,0,,,,http://arxiv.org/abs/2310.14507v2,https://arxiv.org/pdf/2310.14507v2,arxiv
621,10,2,4,4,0,Automatic detection of aerial survey ground control points based on Yolov5-OBB,Cheng Chuanxiang; Yang Jia; Wang Chao; Zheng Zhi; Li Xiaopeng,2023,"6 pages, 4 figures",0,,,,http://arxiv.org/abs/2303.03041v1,https://arxiv.org/pdf/2303.03041v1,arxiv
622,10,0,1,9,0,Application of a Novel Multiscale Global Graph Convolutional Neural Network to Improve the Accuracy of Forest Type Classification Using Aerial Photographs,Huiqing Pei; T. Owari; S. Tsuyuki; Y. Zhong,2023,Remote Sensing,25,,,,https://www.semanticscholar.org/paper/2dd5dfce6bb20e0c00fd387a30f174a9e97764e8,https://www.mdpi.com/2072-4292/15/4/1001/pdf?version=1677116013,semantic_scholar
623,10,0,4,6,0,Two-step Multi-spectral Registration Via Key-point Detector and Gradient Similarity: Application to Agronomic Scenes for Proxy-sensing,Jehan-Antoine Vayssade; Gawain Jones; J. Paoli; C. G??e,2020,VISIGRAPP,6,,,,https://www.semanticscholar.org/paper/bfeae8cc308c5d419a0599ec9ae066919b4bd124,https://hal-agrosup-dijon.archives-ouvertes.fr/hal-02499730/file/airphen-multispectral-registration-v16.pdf,semantic_scholar
624,10,0,4,6,0,"A Decentralized, Low-Cost Indoor Autonomous Aerial Swarm With Open-Source Intelligence",Rafael Reyes-Ramirez; Theoren Stroud; Caleb Henderson; Thomas Lyon; M. Shirvaikar,2025,2025 IEEE 18th Dallas Circuits and Systems Conference (DCAS),1,,,,https://www.semanticscholar.org/paper/1255bbd3f3aee3863356330602aebd95253a308a,,both
625,10,0,2,8,0,Investigating particle swarm optimization and various mobility algorithms for autonomous navigation in flying ad-hoc networks,William David Paredes; Hemani Kaushal; Z. Prodanoff; Iman Vakilinia,2025,Natural Computing,4,,,,https://www.semanticscholar.org/paper/d4699ca4ca7044d9b6498f24319f7be18990e0ef,,semantic_scholar
626,10,0,0,10,0,Predicting locations of cryptic pockets from single protein structures using the PocketMiner graph neural network,Artur Meller; Michael D. Ward; Jonathan Borowsky; Meghana Kshirsagar; Jeffrey M. Lotthammer,2023,Nature Communications,91,,,,https://www.semanticscholar.org/paper/00dab6a0c580b39fc537713f9c72d925ebd8a66a,https://www.nature.com/articles/s41467-023-36699-3.pdf,semantic_scholar
627,10,0,5,5,0,Aerial Robot Localization Using Ground Robot Tracking ?€? Towards Cooperative SLAM,Ahmad Kamal Nasir; Aiman Hsino; H. Roth; K. Hartmann,2013,,5,,,,https://www.semanticscholar.org/paper/0d92d14eb063c83d777407ad7d85e6a147975ad0,,semantic_scholar
628,10,0,2,8,0,A 2.5D Map-Based Mobile Robot Localization via Cooperation of Aerial and Ground Robots,Tae Hyeon Nam; J. Shim; Young-Im Cho,2017,Italian National Conference on Sensors,30,,,,https://www.semanticscholar.org/paper/6fb5c9e3a95d277d1f6dd6ae96d475e64c99add9,https://www.mdpi.com/1424-8220/17/12/2730/pdf?version=1512022301,semantic_scholar
629,10,0,0,10,0,AKGNN: When Adaptive Graph Neural Network Meets Kolmogorov?€?Arnold Network for Industrial Soft Sensors,Zeyu Yang; Longying Mao; Lingjian Ye; Yiran Ma; Zhihuan Song,2025,IEEE Transactions on Instrumentation and Measurement,16,,,,https://www.semanticscholar.org/paper/0c0c60624092d849d79fb81f9bec82315a73f86d,,semantic_scholar
630,10,0,0,10,0,A physical-information-flow-constrained temporal graph neural network-based simulator for granular materials,Shiwei Zhao; Hao Chen; Jidong Zhao,2025,Computer Methods in Applied Mechanics and Engineering,14,,,,https://www.semanticscholar.org/paper/5d401f1999ec0b1a4df0babcc6392a9338aceb5b,,semantic_scholar
631,9,0,4,5,0,A Bayesian formulation for auction-based task allocation in heterogeneous multi-agent teams,Charles Pippin; H. Christensen,2011,Defense + Commercial Sensing,13,,,,https://www.semanticscholar.org/paper/1c680312e71f7d21ae49f7a397811a89833bda90,,semantic_scholar
632,9,0,0,9,0,Superpixel-Based Attention Graph Neural Network for Semantic Segmentation in Aerial Images,Qi Diao; Y. Dai; Ce Zhang; Yan Wu; Xiaoxue Feng,2022,Remote Sensing,36,,,,https://www.semanticscholar.org/paper/4d1e6656f3b9cc91dc8c306d2fb0bd69e8caa02c,https://www.mdpi.com/2072-4292/14/2/305/pdf?version=1641868722,semantic_scholar
633,9,2,3,4,0,Brain-Body-Task Co-Adaptation can Improve Autonomous Learning and Speed of Bipedal Walking,Dar??o Urbina-Mel??ndez; Hesam Azadjou; Francisco J. Valero-Cuevas,2024,,0,,,,http://arxiv.org/abs/2402.02387v1,https://arxiv.org/pdf/2402.02387v1,arxiv
634,9,0,5,4,0,Research on the collaborative application of a quadrotor unmanned aerial vehicle and a material handling robot,Shushen Chen; Zhijin Qiu; Zijun Teng; Wenyu Gao,2025,,0,,,,https://www.semanticscholar.org/paper/1580c7a0aa214a05db8802ab3b8c5357c8fa3c4c,,semantic_scholar
635,9,0,5,4,0,Collaborative Autonomous Unmanned Aerial - Ground Vehicle Systems for Field Operations,K. Valavanis,2007,,0,,,,https://www.semanticscholar.org/paper/982094d583de627fb1b371271e806922fb72a71c,,both
636,9,0,5,4,0,Key Technologies for Cooperation of Manned/Unmanned Aerial Vehicles in Air-to-Ground Attacking,Liu Dongxin,2011,,1,,,,https://www.semanticscholar.org/paper/5ec82e0c985f4e4c054a4d5e8a29204a8bcb3a9f,,semantic_scholar
637,9,0,5,4,0,Collision-Free Velocity Tracking of a Moving Ground Target by Multiple Unmanned Aerial Vehicles,Amir Salimi Lafmejani; Hamed Farivarnejad; Mostafa Rezayat Sorkhabadi; F. Zahedi; Azadeh Doroudchi,2021,,0,,,,https://www.semanticscholar.org/paper/adeacadd3d5bca1b98165aadfe2a38538270ea2e,,semantic_scholar
638,9,0,5,4,0,Deep Learning-based Cooperative Trail Following,Mingyang Geng; Yiying Li; Bo Ding; Huaimin Wang,2017,,0,,,,https://www.semanticscholar.org/paper/07f985370fe8f8a365ca6650d4bcf2f50f8f077e,,semantic_scholar
639,9,2,3,4,0,TRIFFID: Autonomous Robotic Aid For Increasing First Responders Efficiency,Jorgen Cani; Panagiotis Koletsis; Konstantinos Foteinos; Ioannis Kefaloukos; Lampros Argyriou,2025,,0,,,,http://arxiv.org/abs/2502.09379v2,https://arxiv.org/pdf/2502.09379v2,arxiv
640,9,0,0,9,0,Multilabel Aerial Image Classification With a Concept Attention Graph Neural Network,D. Lin; Jianzhe Lin; Liang Zhao; Z. J. Wang; Zhikui Chen,2021,IEEE Transactions on Geoscience and Remote Sensing,43,,,,https://www.semanticscholar.org/paper/d3cc9b76b99a64853717ad0950cace6160f7c059,,semantic_scholar
641,9,2,3,4,0,Toward Fully Autonomous Flexible Chunk-Based Aerial Additive Manufacturing: Insights from Experimental Validation,Marios-Nektarios Stamatopoulos; Jakub Haluska; Elias Small; Jude Marroush; Avijit Banerjee,2025,Preprint submitted to Journal of Automation In Construction,0,,,,http://arxiv.org/abs/2502.20549v1,https://arxiv.org/pdf/2502.20549v1,arxiv
642,9,2,3,4,0,"Where to Fly, What to Send: Communication-Aware Aerial Support for Ground Robots",Harshil Suthar; Dipankar Maity,2025,Submitted to conference,0,,,,http://arxiv.org/abs/2512.06207v1,https://arxiv.org/pdf/2512.06207v1,arxiv
643,9,2,3,4,0,CERBERUS: Autonomous Legged and Aerial Robotic Exploration in the Tunnel and Urban Circuits of the DARPA Subterranean Challenge,Marco Tranzatto; Frank Mascarich; Lukas Bernreiter; Carolina Godinho; Marco Camurri,2022,"50 pages, 25 figures. Accepted at Field Robotics, 2021",0,,,,http://arxiv.org/abs/2201.07067v1,https://arxiv.org/pdf/2201.07067v1,arxiv
644,9,0,2,7,0,AirMuseum: a heterogeneous multi-robot dataset for stereo-visual and inertial Simultaneous Localization And Mapping,Rodolphe Dubois; A. Eudes; V. Fremont,2020,International Conference on Multisensor Fusion and Integrati,11,,,,https://www.semanticscholar.org/paper/009b764a15d31e39fb21d10b6939aac69c68844b,https://hal.archives-ouvertes.fr/hal-02943634/file/MFI20_0024_FI.pdf,semantic_scholar
